ID,Age,Power,Value_vehicle,Premium,N_claims_history,R_Claims_history,Seniority,Channel_label,Risk_label,total_claim_cost_by_type,n_claim_records,dominant_claim_type,segment
8106,52,0.0,2467.0,12638.0,2,13,8,Acente,Motorsiklet,0.0,0.0,,1
8107,54,72.0,10515.0,23287.0,0,0,6,Acente,Binek araç,0.0,0.0,,1
8108,54,72.0,1479343.0,23192.0,0,0,6,Acente,Binek araç,0.0,0.0,,1
8109,53,130.0,24760.0,51212.5,16,2,15,Acente,Binek araç,0.0,0.0,,0
8110,53,75.0,2672154.0,65373.0,7,103,20,Acente,Binek araç,0.0,0.0,,0
8111,54,80.0,19245.0,24849.5,4,8,6,Acente,Binek araç,0.0,0.0,,1
8112,44,90.0,17460.0,26182.0,0,0,1,Acente,Van,0.0,0.0,,1
8113,44,90.0,16850.0,25343.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8114,54,110.0,2789005.0,25643.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
8115,55,90.0,16140.0,17481.0,2,18,11,Acente,Binek araç,0.0,0.0,,1
8116,53,71.0,22400.0,60219.5,7,156,5,Broker,Binek araç,0.0,0.0,,2
8117,54,90.0,17520.0,22315.0,7,35,19,Broker,Binek araç,0.0,0.0,,0
8118,55,125.0,20500.0,46726.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
8119,59,60.0,115825.0,28234.67,1,47,3,Broker,Van,2661.0,1.0,negligence,1
8120,54,136.0,25050.0,67131.67,3,32,10,Acente,Binek araç,0.0,0.0,,1
8121,54,110.0,26308.0,26707.5,3,0,15,Acente,Binek araç,0.0,0.0,,0
8122,53,82.0,1290974.0,38026.5,5,2,5,Broker,Binek araç,119221.0,3.0,travel assistance,1
8123,52,90.0,1637758.0,34112.0,2,0,8,Broker,Binek araç,0.0,0.0,,1
8124,53,90.0,15585.0,23942.0,1,1,2,Broker,Binek araç,14259.0,1.0,travel assistance,1
8125,54,90.0,2207517.0,26479.0,2,21,10,Broker,Binek araç,0.0,0.0,,1
8126,52,60.0,978448.0,18418.0,2,0,3,Acente,Binek araç,0.0,0.0,,1
8127,55,90.0,17590.0,31186.0,1,3,4,Acente,Binek araç,0.0,0.0,,1
8128,51,280.0,79330.0,38749.0,8,227,13,Acente,Binek araç,0.0,0.0,,2
8129,54,280.0,32450.0,55465.0,8,0,13,Acente,Binek araç,0.0,0.0,,0
8130,52,58.0,1075812.0,33245.33,2,11,19,Acente,Binek araç,11918.0,1.0,negligence,0
8131,54,14.0,4599.0,10566.0,1,12,1,Acente,Motorsiklet,0.0,0.0,,1
8132,54,0.0,3000.0,10951.0,2,0,13,Acente,Motorsiklet,0.0,0.0,,1
8133,30,90.0,1075812.0,24359.5,1,25,5,Acente,Binek araç,0.0,0.0,,1
8134,55,68.0,14555.0,18595.0,1,0,3,Acente,Binek araç,0.0,0.0,,1
8135,53,140.0,19590.0,31968.0,3,198,2,Broker,Binek araç,8189.0,1.0,travel assistance,2
8136,54,140.0,14430.0,22175.0,3,0,2,Broker,Van,0.0,0.0,,1
8137,53,4.0,123207.0,13052.0,3,0,11,Broker,Motorsiklet,0.0,0.0,,1
8138,53,98.0,16950.0,17126.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
8139,55,0.0,4099.0,12336.0,2,0,5,Broker,Motorsiklet,0.0,0.0,,1
8140,53,95.0,19024.0,27692.0,1,0,4,Broker,Binek araç,0.0,0.0,,1
8141,51,75.0,2845191.0,29314.0,32,201,19,Acente,Binek araç,0.0,0.0,,0
8142,54,75.0,1950284.0,29262.33,32,314,19,Acente,Binek araç,0.0,0.0,,0
8143,54,58.0,10580.0,19424.67,1,17,6,Acente,Binek araç,0.0,0.0,,1
8144,54,116.0,2403159.0,23977.0,2,0,6,Acente,Van,0.0,0.0,,1
8145,54,116.0,384392.0,37621.67,2,42,6,Acente,Binek araç,0.0,0.0,,1
8146,54,116.0,16270.0,22196.0,2,0,6,Acente,Binek araç,0.0,0.0,,1
8147,54,130.0,184188.0,27444.67,0,0,11,Broker,Binek araç,0.0,0.0,,1
8148,52,88.0,13450.0,38231.0,4,67,7,Acente,Binek araç,0.0,0.0,,1
8149,53,90.0,19165.0,31280.0,0,0,2,Broker,Van,0.0,0.0,,1
8150,50,90.0,22200.0,48467.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8151,53,110.0,20580.0,29582.5,1,12,9,Broker,Binek araç,0.0,0.0,,1
8152,53,90.0,1689445.0,34048.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8153,53,125.0,3109299.0,55646.0,4,189,5,Broker,Van,192383.0,1.0,all risks,2
8154,53,90.0,12610.0,25017.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8155,53,150.0,32030.0,22719.5,1,86,2,Broker,Binek araç,882.0,1.0,negligence,1
8156,53,75.0,45150.0,38796.5,14,281,5,Broker,Binek araç,0.0,0.0,,2
8157,54,115.0,21450.0,26778.0,1,5,2,Broker,Binek araç,5009.0,1.0,travel assistance,1
8158,53,60.0,1107665.0,15770.33,5,5,3,Acente,Van,271.0,1.0,complaint,1
8159,55,0.0,3699.0,12434.0,0,0,3,Acente,Motorsiklet,0.0,0.0,,1
8160,50,105.0,153383.0,41138.67,11,92,10,Acente,Binek araç,0.0,0.0,,0
8161,53,90.0,17205.0,33898.5,2,195,2,Acente,Binek araç,13143.0,2.0,travel assistance,2
8162,55,70.0,14150.0,22875.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8163,52,122.0,16420.0,41947.67,5,35,3,Broker,Binek araç,6725.0,1.0,travel assistance,1
8164,54,80.0,15475.0,17196.0,5,255,11,Acente,Binek araç,91137.0,1.0,complaint,2
8165,56,120.0,1957901.0,32841.0,3,46,7,Acente,Binek araç,0.0,0.0,,1
8166,54,143.0,32800.0,32292.0,4,0,10,Acente,Binek araç,0.0,0.0,,1
8167,51,105.0,20780.0,31988.0,2,122,4,Acente,Binek araç,170.0,1.0,broken windows,2
8168,54,112.0,28610.0,29751.0,0,0,3,Acente,Binek araç,0.0,0.0,,1
8169,54,100.0,23820.0,29331.0,0,0,1,Broker,Van,0.0,0.0,,1
8170,54,100.0,23525.0,47503.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8171,53,110.0,16438.0,32176.0,1,27,4,Broker,Binek araç,0.0,0.0,,1
8172,52,75.0,12990.0,38200.33,1,26,19,Acente,Binek araç,0.0,0.0,,0
8173,52,100.0,16160.0,39404.5,0,0,3,Broker,Binek araç,0.0,0.0,,1
8174,55,60.0,9830.0,26085.67,0,0,19,Acente,Binek araç,0.0,0.0,,0
8175,55,60.0,31610.0,42800.33,0,0,19,Acente,Binek araç,0.0,0.0,,0
8176,55,60.0,27600.0,85592.0,0,0,19,Acente,Binek araç,0.0,0.0,,0
8177,52,100.0,20970.0,2852.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8178,41,0.0,18385.0,17592.0,2,0,12,Broker,Motorsiklet,0.0,0.0,,1
8179,52,110.0,2004375.0,29687.0,4,81,5,Acente,Binek araç,0.0,0.0,,1
8180,52,95.0,14705.0,27766.67,10,49,19,Acente,Binek araç,52401.0,2.0,all risks,0
8181,54,110.0,25120.0,29139.33,1,13,8,Acente,Binek araç,0.0,0.0,,1
8182,54,115.0,20460.0,39173.67,3,59,6,Broker,Binek araç,0.0,0.0,,1
8183,50,110.0,22190.0,26776.5,1,6,2,Broker,Binek araç,0.0,0.0,,1
8184,53,140.0,32550.0,29984.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8185,53,110.0,14150.0,33845.0,6,0,5,Broker,Binek araç,0.0,0.0,,1
8186,52,90.0,1895054.0,51745.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8187,52,90.0,20290.0,48308.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8188,52,140.0,1262125.0,22358.0,8,24,14,Acente,Van,10369.0,1.0,broken windows,0
8189,52,80.0,15600.0,23388.0,4,164,3,Broker,Binek araç,0.0,0.0,,2
8190,53,80.0,3912156.0,71998.0,4,0,3,Broker,Binek araç,0.0,0.0,,1
8191,54,68.0,15840.0,34624.5,0,0,2,Broker,Binek araç,0.0,0.0,,1
8192,52,197.0,42500.0,8130.5,2,0,2,Broker,Binek araç,0.0,0.0,,1
8193,52,128.0,18400.0,52422.0,1,0,6,Broker,Binek araç,0.0,0.0,,1
8194,52,105.0,1844493.0,29348.33,2,2,5,Acente,Binek araç,97111.0,1.0,negligence,1
8195,53,90.0,16540.0,33497.33,0,0,8,Broker,Binek araç,0.0,0.0,,1
8196,53,90.0,17000.0,20725.5,0,0,8,Broker,Binek araç,0.0,0.0,,1
8197,54,100.0,20670.0,21398.5,3,172,3,Broker,Binek araç,0.0,0.0,,2
8198,53,105.0,19650.0,42267.0,2,0,4,Broker,Binek araç,0.0,0.0,,1
8199,52,116.0,24105.0,27998.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8200,52,116.0,13200.0,22935.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8201,50,90.0,18090.0,43714.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8202,53,90.0,15100.0,22674.5,1,66,5,Acente,Binek araç,0.0,0.0,,1
8203,52,87.0,9927.0,19409.0,2,0,10,Broker,Binek araç,0.0,0.0,,1
8204,52,136.0,26800.0,31189.5,21,1,19,Acente,Binek araç,0.0,0.0,,0
8205,55,100.0,3330994.0,33633.0,0,0,1,Acente,Van,0.0,0.0,,1
8206,54,0.0,8235.0,2245.0,5,0,13,Acente,Motorsiklet,0.0,0.0,,0
8207,50,0.0,4499.0,36885.5,6,77,19,Broker,Motorsiklet,0.0,0.0,,0
8208,50,0.0,2459.0,28818.5,6,157,19,Broker,Motorsiklet,0.0,0.0,,0
8209,53,78.0,12490.0,42285.0,1,0,3,Broker,Binek araç,0.0,0.0,,1
8210,52,130.0,25350.0,47326.0,1,134,1,Broker,Binek araç,41246.0,1.0,all risks,2
8211,51,130.0,2753959.0,34328.0,35,12,7,Broker,Van,0.0,0.0,,0
8212,51,130.0,2753959.0,34198.0,35,14,7,Broker,Van,0.0,0.0,,0
8213,51,130.0,2275653.0,33117.0,35,1,7,Broker,Van,0.0,0.0,,0
8214,51,120.0,31380.0,36656.0,2,15,7,Acente,Binek araç,0.0,0.0,,1
8215,53,69.0,8800.0,13907.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
8216,56,92.0,17227.0,24777.5,0,0,2,Acente,Van,0.0,0.0,,1
8217,56,92.0,27600.0,27388.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8218,78,21.0,3425.0,28379.33,0,0,8,Acente,Motorsiklet,0.0,0.0,,1
8219,51,150.0,24870.0,42969.5,1,4,3,Broker,Binek araç,4995.0,1.0,travel assistance,1
8220,51,120.0,27150.0,44463.0,1,12,9,Acente,Van,0.0,0.0,,1
8221,52,80.0,11225.0,24521.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
8222,51,83.0,10400.0,25554.5,1,14,8,Broker,Binek araç,0.0,0.0,,1
8223,50,100.0,148733.0,39065.0,14,67,26,Acente,Binek araç,261643.0,3.0,travel assistance,0
8224,54,110.0,22290.0,27220.67,6,46,10,Acente,Binek araç,0.0,0.0,,0
8225,51,130.0,2338201.0,5931.0,6,0,21,Acente,Binek araç,0.0,0.0,,0
8226,49,99.0,2486261.0,30764.0,1,67,2,Acente,Binek araç,0.0,0.0,,1
8227,51,110.0,18270.0,37878.0,3,235,1,Broker,Binek araç,307085.0,2.0,complaint,2
8228,51,112.0,11500.0,25196.5,4,17,25,Broker,Binek araç,32471.0,1.0,complaint,0
8229,51,6.0,1180.0,8824.33,0,0,11,Broker,Motorsiklet,0.0,0.0,,1
8230,51,0.0,2380.0,27906.0,2,0,20,Broker,Motorsiklet,0.0,0.0,,0
8231,51,0.0,195269.0,10695.0,0,0,4,Broker,Motorsiklet,0.0,0.0,,1
8232,51,65.0,8960.0,26526.67,5,44,12,Acente,Binek araç,0.0,0.0,,0
8233,58,90.0,18090.0,53306.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8234,49,9.0,3825.0,16347.0,0,0,9,Acente,Motorsiklet,0.0,0.0,,1
8235,54,54.0,7950.0,324.0,4,0,2,Broker,Binek araç,0.0,0.0,,1
8236,53,68.0,10900.0,29999.0,0,0,3,Acente,Binek araç,0.0,0.0,,1
8237,52,90.0,2377998.0,32432.0,6,0,21,Broker,Van,0.0,0.0,,0
8238,54,90.0,21000.0,24093.33,3,13,20,Acente,Binek araç,0.0,0.0,,0
8239,51,95.0,14615.0,44871.0,0,0,2,Broker,Van,0.0,0.0,,1
8240,50,115.0,285965.0,57337.0,4,53,4,Acente,Binek araç,0.0,0.0,,1
8241,50,115.0,17530.0,25080.0,4,0,4,Acente,Van,0.0,0.0,,1
8242,52,58.0,1091566.0,22592.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8243,55,68.0,1684001.0,45025.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8244,50,65.0,11600.0,26364.0,2,57,4,Broker,Binek araç,0.0,0.0,,1
8245,51,98.0,11800.0,22370.67,0,0,5,Broker,Binek araç,0.0,0.0,,1
8246,51,75.0,1152741.0,34919.33,0,0,3,Broker,Binek araç,0.0,0.0,,1
8247,49,60.0,936377.0,16343.5,5,57,9,Broker,Van,0.0,0.0,,0
8248,50,60.0,16140.0,24305.33,5,0,9,Broker,Binek araç,0.0,0.0,,1
8249,50,140.0,33570.0,88218.67,9,75,8,Broker,Binek araç,0.0,0.0,,0
8250,51,117.0,19850.0,18659.33,5,68,8,Acente,Binek araç,0.0,0.0,,1
8251,50,80.0,23185.0,78325.5,6,26,3,Acente,Binek araç,0.0,0.0,,1
8252,52,110.0,2369468.0,49685.67,2,19,19,Acente,Binek araç,0.0,0.0,,0
8253,52,87.0,9927.0,21008.0,3,9,21,Acente,Binek araç,0.0,0.0,,0
8254,49,0.0,86516.0,9596.67,0,0,11,Acente,Motorsiklet,0.0,0.0,,1
8255,26,100.0,16790.0,38217.0,3,1,4,Broker,Binek araç,0.0,0.0,,1
8256,51,100.0,2098455.0,68843.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8257,51,100.0,20810.0,66109.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8258,51,125.0,20020.0,26399.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8259,51,125.0,19670.0,19225.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
8260,50,105.0,2103542.0,30717.0,13,3,5,Broker,Binek araç,0.0,0.0,,0
8261,51,90.0,2019224.0,21638.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8262,49,105.0,15400.0,23633.67,0,0,3,Acente,Binek araç,0.0,0.0,,1
8263,51,0.0,3999.0,11511.25,0,0,12,Broker,Motorsiklet,0.0,0.0,,1
8264,49,90.0,149652.0,37282.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8265,51,120.0,18350.0,22712.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
8266,52,110.0,32860.0,40886.0,1,97,4,Broker,Binek araç,0.0,0.0,,1
8267,52,110.0,14695.0,25209.0,1,0,4,Broker,Binek araç,0.0,0.0,,1
8268,49,123.0,1993603.0,2591.0,11,201,9,Broker,Binek araç,0.0,0.0,,2
8269,50,65.0,33000.0,8795.33,0,0,4,Acente,Tarım aracı,0.0,0.0,,1
8270,50,70.0,10550.0,23017.0,2,84,3,Broker,Binek araç,0.0,0.0,,1
8271,49,136.0,27140.0,32144.0,12,2,5,Broker,Binek araç,0.0,0.0,,0
8272,50,136.0,1033741.0,24794.0,12,1,5,Broker,Binek araç,0.0,0.0,,0
8273,49,100.0,20670.0,36971.0,1,1,2,Broker,Binek araç,6446.0,1.0,travel assistance,1
8274,50,68.0,121705.0,17489.0,12,31,10,Acente,Binek araç,0.0,0.0,,0
8275,48,68.0,24000.0,64425.0,12,225,10,Acente,Binek araç,0.0,0.0,,2
8276,50,8.0,4204.0,6375.0,0,0,5,Acente,Motorsiklet,0.0,0.0,,1
8277,48,19.0,2999.0,12457.0,5,0,3,Acente,Motorsiklet,0.0,0.0,,1
8278,49,19.0,2999.0,12674.0,5,0,3,Acente,Motorsiklet,0.0,0.0,,1
8279,50,75.0,14570.0,23216.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8280,50,50.0,7597.0,11797.0,2,1,2,Broker,Motorsiklet,0.0,0.0,,1
8281,49,85.0,10250.0,39314.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8282,49,85.0,2544742.0,31183.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8283,49,100.0,29150.0,97412.0,20,3,8,Acente,Van,833060.0,2.0,all risks,0
8284,52,135.0,20200.0,61594.33,7,95,8,Broker,Binek araç,51308.0,2.0,broken windows,0
8285,48,136.0,24720.0,25123.0,12,0,26,Acente,Binek araç,0.0,0.0,,0
8286,50,75.0,14792.0,30274.33,7,107,7,Acente,Binek araç,0.0,0.0,,2
8287,51,81.0,10635.0,11431.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8288,50,80.0,12660.0,22076.33,2,81,3,Broker,Binek araç,0.0,0.0,,1
8289,50,71.0,1454449.0,27901.0,1,14,8,Broker,Binek araç,0.0,0.0,,1
8290,51,110.0,24850.0,56109.33,1,24,5,Broker,Binek araç,0.0,0.0,,1
8291,49,75.0,9830.0,13537.0,3,33,4,Acente,Binek araç,0.0,0.0,,1
8292,50,100.0,17360.0,29645.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8293,48,92.0,176337.0,36595.0,17,1,9,Broker,Van,0.0,0.0,,0
8294,20,12.0,2669.0,2478.0,0,0,1,Broker,Motorsiklet,0.0,0.0,,1
8295,51,75.0,16825.0,27415.5,2,0,10,Acente,Binek araç,0.0,0.0,,1
8296,49,100.0,24160.0,22165.67,11,43,20,Acente,Binek araç,0.0,0.0,,0
8297,50,100.0,16270.0,23044.67,11,25,20,Acente,Binek araç,0.0,0.0,,0
8298,49,120.0,22145.0,30530.0,4,267,2,Broker,Binek araç,0.0,0.0,,2
8299,50,105.0,15900.0,31174.33,2,45,5,Broker,Binek araç,0.0,0.0,,1
8300,49,21.0,3999.0,12953.5,2,52,4,Broker,Motorsiklet,10538.0,1.0,travel assistance,1
8301,50,100.0,16332.0,34794.0,8,27,16,Acente,Binek araç,0.0,0.0,,0
8302,48,100.0,20650.0,87016.0,8,5,16,Acente,Binek araç,0.0,0.0,,0
8303,50,100.0,20650.0,68005.67,8,0,16,Acente,Binek araç,0.0,0.0,,0
8304,50,100.0,23990.0,64121.0,8,0,16,Acente,Binek araç,0.0,0.0,,0
8305,50,100.0,27500.0,29737.5,8,0,16,Acente,Binek araç,0.0,0.0,,0
8306,51,71.0,1220656.0,30787.0,1,48,3,Broker,Van,16767.0,1.0,travel assistance,1
8307,45,115.0,19445.0,44431.0,5,167,4,Acente,Binek araç,0.0,0.0,,2
8308,50,197.0,4902311.0,31328.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
8309,50,197.0,4484826.0,24343.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
8310,49,136.0,2845191.0,26234.0,3,2,16,Acente,Binek araç,0.0,0.0,,0
8311,50,0.0,2619.0,26668.0,3,274,6,Broker,Motorsiklet,0.0,0.0,,2
8312,49,90.0,18300.0,26398.0,0,0,4,Acente,Binek araç,0.0,0.0,,1
8313,47,105.0,18350.0,19348.0,3,0,4,Acente,Van,0.0,0.0,,1
8314,49,133.0,1798228.0,27041.0,4,15,20,Broker,Binek araç,42176.0,1.0,complaint,0
8315,49,140.0,25600.0,29762.0,2,31,7,Broker,Binek araç,0.0,0.0,,1
8316,48,15.0,3797.0,9746.0,0,0,4,Acente,Motorsiklet,0.0,0.0,,1
8317,48,88.0,1643768.0,30582.0,1,2,6,Acente,Binek araç,0.0,0.0,,1
8318,50,90.0,1406481.0,55115.0,3,121,4,Acente,Binek araç,0.0,0.0,,2
8319,51,90.0,1404367.0,21817.67,1,12,9,Acente,Binek araç,0.0,0.0,,1
8320,50,90.0,1103458.0,2015.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8321,48,80.0,18340.0,14147.5,2,29,8,Broker,Binek araç,0.0,0.0,,1
8322,47,110.0,22405.0,28782.5,3,1,4,Broker,Binek araç,0.0,0.0,,1
8323,50,109.0,21100.0,27054.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8324,50,109.0,26190.0,25527.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8325,49,90.0,17205.0,29314.67,0,0,6,Acente,Binek araç,0.0,0.0,,1
8326,49,90.0,2005001.0,31831.0,0,0,3,Broker,Binek araç,0.0,0.0,,1
8327,51,110.0,23800.0,30125.0,1,0,7,Broker,Binek araç,0.0,0.0,,1
8328,51,110.0,2182499.0,16834.0,1,0,7,Broker,Binek araç,0.0,0.0,,1
8329,49,95.0,13910.0,2427.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8330,49,90.0,17458.0,32275.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8331,47,90.0,23678.0,30712.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8332,47,85.0,1494717.0,24716.0,6,67,9,Broker,Binek araç,0.0,0.0,,0
8333,49,90.0,22100.0,38295.0,5,199,4,Acente,Binek araç,0.0,0.0,,2
8334,48,61.0,11775.0,28028.5,12,25,11,Acente,Binek araç,0.0,0.0,,0
8335,49,110.0,24400.0,25822.0,1,1,11,Broker,Binek araç,0.0,0.0,,1
8336,50,110.0,23030.0,46317.5,1,91,2,Broker,Binek araç,8501.0,1.0,broken windows,1
8337,48,69.0,10915.0,8537.33,3,0,18,Acente,Binek araç,0.0,0.0,,0
8338,49,115.0,19310.0,26875.0,3,6,27,Broker,Binek araç,0.0,0.0,,0
8339,34,90.0,17900.0,21023.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
8340,50,75.0,13269.0,17738.5,0,0,19,Acente,Van,0.0,0.0,,0
8341,51,109.0,14846.0,3007.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8342,48,75.0,13060.0,26115.33,4,108,4,Acente,Binek araç,0.0,0.0,,2
8343,50,95.0,18775.0,23419.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8344,48,129.0,281184.0,40867.0,0,0,2,Broker,Van,0.0,0.0,,1
8345,48,129.0,55600.0,53908.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8346,47,60.0,9070.0,2417.0,0,0,17,Broker,Binek araç,0.0,0.0,,0
8347,49,115.0,28570.0,47713.33,0,0,3,Broker,Binek araç,0.0,0.0,,1
8348,49,115.0,627457.0,17228.5,0,0,3,Broker,Binek araç,0.0,0.0,,1
8349,50,80.0,2365967.0,38271.0,14,0,5,Broker,Binek araç,0.0,0.0,,0
8350,49,90.0,1362296.0,30119.0,1,202,1,Broker,Binek araç,2597.0,1.0,travel assistance,2
8351,51,75.0,850432.0,15209.0,0,0,8,Acente,Binek araç,0.0,0.0,,1
8352,49,130.0,33425.0,50948.0,0,0,4,Broker,Binek araç,0.0,0.0,,1
8353,50,140.0,2361978.0,18835.67,2,11,18,Broker,Binek araç,0.0,0.0,,0
8354,50,120.0,27610.0,14952.0,10,0,2,Broker,Binek araç,0.0,0.0,,1
8355,50,105.0,24250.0,28343.0,2,132,2,Broker,Binek araç,0.0,0.0,,2
8356,50,75.0,9230.0,42147.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8357,49,90.0,16030.0,26685.33,2,0,9,Broker,Binek araç,0.0,0.0,,1
8358,48,90.0,23030.0,50749.33,2,0,9,Broker,Binek araç,0.0,0.0,,1
8359,49,90.0,19370.0,25402.67,0,0,3,Broker,Binek araç,0.0,0.0,,1
8360,49,120.0,22239.0,17198.0,1,0,14,Acente,Van,0.0,0.0,,1
8361,48,90.0,16910.0,33924.0,5,248,5,Broker,Binek araç,15025.0,1.0,travel assistance,2
8362,50,90.0,1354081.0,37768.0,0,0,1,Acente,Binek araç,0.0,0.0,,1
8363,50,143.0,23950.0,36278.33,8,139,4,Acente,Binek araç,0.0,0.0,,2
8364,49,95.0,16880.0,31291.0,2,304,1,Acente,Binek araç,8127.0,2.0,negligence,2
8365,49,100.0,16385.0,30288.5,2,59,2,Broker,Binek araç,0.0,0.0,,1
8366,49,98.0,23145.0,38241.0,4,8,3,Acente,Binek araç,0.0,0.0,,1
8367,48,90.0,19005.0,32272.67,1,12,9,Acente,Binek araç,0.0,0.0,,1
8368,48,11.0,300446.0,7187.0,0,0,3,Broker,Motorsiklet,0.0,0.0,,1
8369,46,110.0,2034426.0,16835.0,5,29,18,Broker,Binek araç,0.0,0.0,,0
8370,48,75.0,15145.0,37137.0,2,0,1,Acente,Binek araç,0.0,0.0,,1
8371,50,82.0,14800.0,20487.67,1,0,3,Acente,Binek araç,0.0,0.0,,1
8372,47,65.0,149652.0,10870.5,0,0,2,Acente,Binek araç,0.0,0.0,,1
8373,47,80.0,123488.0,23254.0,5,36,15,Acente,Binek araç,0.0,0.0,,0
8374,49,100.0,21510.0,34232.0,0,0,7,Acente,Binek araç,0.0,0.0,,1
8375,48,90.0,22850.0,20459.67,22,98,19,Acente,Binek araç,0.0,0.0,,0
8376,48,90.0,790331.0,20780.0,18,5,11,Acente,Binek araç,0.0,0.0,,0
8377,46,6.0,1490.0,13823.0,0,0,4,Acente,Motorsiklet,0.0,0.0,,1
8378,48,95.0,14087.0,33204.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8379,49,136.0,255606.0,43877.0,15,3,15,Acente,Van,0.0,0.0,,0
8380,49,110.0,16750.0,20838.0,1,0,6,Acente,Binek araç,0.0,0.0,,1
8381,46,115.0,23900.0,35308.67,5,65,9,Broker,Van,0.0,0.0,,0
8382,49,60.0,9930.0,27309.0,7,41,18,Broker,Binek araç,5195.0,1.0,travel assistance,0
8383,49,150.0,42392.0,26402.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
8384,48,75.0,9230.0,25294.0,0,0,2,Acente,Binek araç,0.0,0.0,,1
8385,49,105.0,21270.0,29123.33,0,0,3,Acente,Binek araç,0.0,0.0,,1
8386,48,140.0,29470.0,24752.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8387,47,73.0,15100.0,25347.0,4,0,1,Broker,Binek araç,0.0,0.0,,1
8388,51,60.0,972438.0,25676.33,5,26,20,Acente,Binek araç,0.0,0.0,,0
8389,46,80.0,14000.0,33343.0,1,5,3,Broker,Binek araç,0.0,0.0,,1
8390,49,90.0,1455651.0,26794.0,9,35,18,Acente,Binek araç,0.0,0.0,,0
8391,50,75.0,20195.0,37653.5,1,87,2,Broker,Van,0.0,0.0,,1
8392,48,110.0,21290.0,28896.5,2,0,4,Broker,Binek araç,0.0,0.0,,1
8393,49,122.0,29700.0,51339.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8394,49,70.0,14710.0,22728.0,2,8,16,Acente,Binek araç,0.0,0.0,,0
8395,47,110.0,23950.0,23306.0,1,133,1,Broker,Binek araç,9329.0,1.0,travel assistance,2
8396,48,75.0,15145.0,50659.0,2,0,4,Broker,Binek araç,0.0,0.0,,1
8397,47,75.0,14320.0,25464.0,0,0,2,Broker,Binek araç,0.0,0.0,,1
8398,47,54.0,958013.0,20093.0,0,0,12,Acente,Binek araç,0.0,0.0,,1
8399,48,115.0,19670.0,22572.5,2,0,2,Broker,Binek araç,0.0,0.0,,1
8400,46,65.0,99167.0,27898.5,2,5,5,Acente,Binek araç,0.0,0.0,,1
8401,48,140.0,22700.0,45906.0,4,0,5,Broker,Binek araç,0.0,0.0,,1
8402,48,100.0,17400.0,39864.0,0,0,1,Broker,Binek araç,0.0,0.0,,1
8403,75,60.0,1069802.0,26949.67,6,31,20,Broker,Van,0.0,0.0,,0
